URL,title,details
/Movie Scripts/Almost Famous Script.html,Almost Famous Script.,"{'writers': ['Cameron Crowe'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Comedy', 'Drama', 'Romance'], 'script_date': 'December 1998', 'release_date': None}"
/Movie Scripts/Alone in the Dark Script.html,Alone in the Dark Script.,"{'writers': ['Elan Mastai', 'Michael Roesch'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Action', 'Horror', 'Thriller'], 'script_date': None, 'release_date': 'January 2005'}"
/Movie Scripts/Amadeus Script.html,Amadeus Script.,"{'writers': ['Peter Shaffer'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Drama'], 'script_date': None, 'release_date': None}"
/Movie Scripts/Amelia Script.html,Amelia Script.,"{'writers': ['Ronald Bass', 'Anna Hamilton Phelan'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Drama'], 'script_date': 'September 2007', 'release_date': 'October 2009'}"
/Movie Scripts/American Beauty Script.html,American Beauty Script.,"{'writers': ['Alan Ball'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Drama'], 'script_date': None, 'release_date': None}"
/Movie Scripts/American Fiction Script.html,American Fiction Script.,"{'writers': ['Cord Jefferson'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Comedy', 'Drama'], 'script_date': None, 'release_date': 'December 2023'}"
/Movie Scripts/American Gangster Script.html,American Gangster Script.,"{'writers': ['Steven Zaillian', 'Mark Jacobson'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Crime', 'Drama'], 'script_date': 'July 2006', 'release_date': 'November 2007'}"
/Movie Scripts/American Graffiti Script.html,American Graffiti Script.,"{'writers': ['George Lucas', 'Gloria Katz', 'Willard Huyck'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Comedy', 'Drama'], 'script_date': None, 'release_date': 'August 1973'}"
/Movie Scripts/American History X Script.html,American History X Script.,"{'writers': ['David McKenna'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Crime', 'Drama', 'Thriller'], 'script_date': 'February 1997', 'release_date': None}"
/Movie Scripts/American Hustle Script.html,American Hustle Script.,"{'writers': ['Eric Warren Singer', 'David O. Russell'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Crime', 'Drama'], 'script_date': None, 'release_date': 'December 2013'}"
/Movie Scripts/American Madness Script.html,American Madness Script.,"{'writers': ['Robert Riskin'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Drama'], 'script_date': None, 'release_date': 'August 1932'}"
/Movie Scripts/American Milkshake Script.html,American Milkshake Script.,"{'writers': ['David Andalman', 'Mariko Munro'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Comedy'], 'script_date': 'September 2011', 'release_date': 'January 2013'}"
/Movie Scripts/American Outlaws Script.html,American Outlaws Script.,"{'writers': ['Roderick Taylor', 'John Rogers'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Action', 'Comedy', 'Western'], 'script_date': None, 'release_date': None}"
/Movie Scripts/American Pie Script.html,American Pie Script.,"{'writers': ['Adam Herz'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Comedy'], 'script_date': 'July 1998', 'release_date': None}"
"/Movie Scripts/American President, The Script.html","American President, The Script.","{'writers': ['Aaron Sorkin'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Comedy', 'Drama', 'Romance'], 'script_date': None, 'release_date': None}"
/Movie Scripts/American Psycho Script.html,American Psycho Script.,"{'writers': ['Matthew Markwalder'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Drama', 'Horror', 'Thriller'], 'script_date': None, 'release_date': None}"
/Movie Scripts/American Shaolin: King of Kickboxers II Script.html,American Shaolin: King of Kickboxers II Script.,"{'writers': ['Keith Strandburg'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Action'], 'script_date': None, 'release_date': None}"
/Movie Scripts/American Sniper Script.html,American Sniper Script.,"{'writers': [' Jason Hall'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Action', 'Drama'], 'script_date': None, 'release_date': 'January 2015'}"
/Movie Scripts/American Splendor Script.html,American Splendor Script.,"{'writers': ['Robert Pulcini', 'Shari Springer Berman'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Comedy', 'Drama'], 'script_date': None, 'release_date': 'September 2003'}"
/Movie Scripts/American Werewolf in London Script.html,American Werewolf in London Script.,"{'writers': ['John Landis'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Comedy', 'Horror', 'Romance'], 'script_date': None, 'release_date': None}"
"/Movie Scripts/American, The Script.html","American, The Script.","{'writers': ['Rowan Joffe'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Crime', 'Drama', 'Thriller'], 'script_date': 'May 2009', 'release_date': 'September 2010'}"
"/Movie Scripts/Amityville Asylum, The Script.html","Amityville Asylum, The Script.","{'writers': ['Andrew Jones'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Horror'], 'script_date': 'July 2012', 'release_date': 'January 2014'}"
/Movie Scripts/Amour Script.html,Amour Script.,"{'writers': ['Michael Haneke'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Drama', 'Romance'], 'script_date': None, 'release_date': 'December 2012'}"
/Movie Scripts/An Education Script.html,An Education Script.,"{'writers': ['Nick Hornby', 'Lynn Barber'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Drama'], 'script_date': None, 'release_date': 'October 2009'}"
/Movie Scripts/Analyze That Script.html,Analyze That Script.,"{'writers': ['Peter Steinfeld', 'Harold Ramis', 'Peter Tolan', 'Kenneth Longeran'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Comedy', 'Crime'], 'script_date': 'June 2002', 'release_date': None}"
/Movie Scripts/Analyze This Script.html,Analyze This Script.,"{'writers': ['Peter Tolan', 'Harold Ramis', 'Kenneth Lonergan'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Comedy', 'Crime'], 'script_date': 'July 1998', 'release_date': None}"
/Movie Scripts/Anastasia Script.html,Anastasia Script.,"{'writers': ['Susan Gauthier', 'Bruce Graham'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Family', 'Animation', 'Musical'], 'script_date': 'December 1997', 'release_date': None}"
/Movie Scripts/Angel Eyes Script.html,Angel Eyes Script.,"{'writers': ['Gerald DiPego'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Drama', 'Romance'], 'script_date': 'October 1999', 'release_date': None}"
/Movie Scripts/Angels %2526 Demons Script.html,Angels %2526 Demons Script.,"{'writers': ['David Koepp', 'Akiva Goldsman'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Drama', 'Mystery', 'Thriller'], 'script_date': 'April 2008', 'release_date': 'May 2009'}"
/Movie Scripts/Anna Karenina Script.html,Anna Karenina Script.,"{'writers': ['Tom Stoppard'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Drama'], 'script_date': None, 'release_date': 'November 2012'}"
/Movie Scripts/Annie Hall Script.html,Annie Hall Script.,"{'writers': ['Woody Allen', 'Marshall Brickman'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Comedy', 'Romance'], 'script_date': None, 'release_date': None}"
"/Movie Scripts/Anniversary Party, The Script.html","Anniversary Party, The Script.","{'writers': ['Alan Cummings', 'Jennifer Jason Leigh'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Drama'], 'script_date': None, 'release_date': None}"
/Movie Scripts/Anonymous Script.html,Anonymous Script.,"{'writers': ['John Orloff'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Drama', 'Thriller'], 'script_date': None, 'release_date': 'October 2011'}"
/Movie Scripts/Anora Script.html,Anora Script.,"{'writers': ['Sean Baker'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Comedy', 'Romance', 'Drama'], 'script_date': 'April 2023', 'release_date': 'October 2024'}"
/Movie Scripts/Antitrust Script.html,Antitrust Script.,"{'writers': ['Howard Franklin'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Thriller', 'Crime', 'Drama'], 'script_date': None, 'release_date': 'January 2001'}"
/Movie Scripts/Antz Script.html,Antz Script.,"{'writers': ['Todd Alcott', 'Chris Weitz', 'Paul Weitz'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Adventure', 'Animation', 'Comedy', 'Fantasy'], 'script_date': None, 'release_date': None}"
"/Movie Scripts/Apartment, The Script.html","Apartment, The Script.","{'writers': ['Billy Wilder', 'I.A.L Diamond'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Comedy'], 'script_date': None, 'release_date': None}"
/Movie Scripts/Apocalypse Now Script.html,Apocalypse Now Script.,"{'writers': ['Francis Ford Coppola', 'John Milius', 'Joseph Conrad'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Action', 'Drama', 'War'], 'script_date': 'December 1975', 'release_date': None}"
/Movie Scripts/Apollo 13 Script.html,Apollo 13 Script.,"{'writers': ['Jim Lovell', 'Jeffrey Kluger', 'William Broyles Jr.', 'Al Reinert'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Drama', 'Adventure'], 'script_date': 'December 1995', 'release_date': None}"
/Movie Scripts/April Fool's Day Script.html,April Fool's Day Script.,"{'writers': ['Danilo Bach'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Comedy', 'Horror', 'Mystery'], 'script_date': None, 'release_date': 'March 1986'}"
/Movie Scripts/Apt Pupil Script.html,Apt Pupil Script.,"{'writers': ['Brandon Boyce'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Drama', 'Thriller'], 'script_date': 'April 1996', 'release_date': None}"
/Movie Scripts/Arbitrage Script.html,Arbitrage Script.,"{'writers': ['Nicholas Jarecki'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Drama', 'Thriller'], 'script_date': 'April 2011', 'release_date': 'September 2012'}"
/Movie Scripts/Arcade Script.html,Arcade Script.,"{'writers': ['David S. Goyer'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Sci-Fi'], 'script_date': 'November 1990', 'release_date': None}"
/Movie Scripts/Arctic Blue Script.html,Arctic Blue Script.,"{'writers': ['Ross LaManna'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Action', 'Thriller'], 'script_date': None, 'release_date': None}"
/Movie Scripts/Argo Script.html,Argo Script.,"{'writers': ['Chris Terrio'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Drama', 'Thriller'], 'script_date': None, 'release_date': 'October 2012'}"
/Movie Scripts/Armageddon Script.html,Armageddon Script.,"{'writers': ['Jonathan Hensleigh', 'J.J. Abrams'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Action', 'Sci-Fi', 'Thriller'], 'script_date': 'December 1998', 'release_date': None}"
/Movie Scripts/Army of Darkness Script.html,Army of Darkness Script.,"{'writers': ['Sam Raimi', 'Ivan Raimi'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Adventure', 'Fantasy', 'Action', 'Comedy', 'Horror'], 'script_date': 'January 1991', 'release_date': None}"
/Movie Scripts/Arsenic and Old Lace Script.html,Arsenic and Old Lace Script.,"{'writers': ['Julius J. Epstein', 'Philip G. Epstein', 'Joseph Kesselring'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Comedy', 'Crime'], 'script_date': None, 'release_date': 'September 1944'}"
/Movie Scripts/Arthur Script.html,Arthur Script.,"{'writers': ['Peter Baynham'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Comedy'], 'script_date': 'October 2009', 'release_date': 'April 2011'}"
"/Movie Scripts/Artist, The Script.html","Artist, The Script.","{'writers': ['Michel Hazanavicius'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Romance', 'Comedy', 'Drama'], 'script_date': None, 'release_date': 'January 2012'}"
/Movie Scripts/As Good As It Gets Script.html,As Good As It Gets Script.,"{'writers': ['Mark Andrus', 'James L. Brooks'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Comedy', 'Drama', 'Romance'], 'script_date': None, 'release_date': None}"
/Movie Scripts/Assassins Script.html,Assassins Script.,"{'writers': ['Larry Wachowski', 'Andy Wachowski'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Action', 'Thriller'], 'script_date': 'August 1994', 'release_date': None}"
"/Movie Scripts/Assignment, The Script.html","Assignment, The Script.","{'writers': ['Dan Gordon', 'Sabi H. Shabtai'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Thriller'], 'script_date': 'July 1996', 'release_date': 'September 1997'}"
